sec,nanosec,ax,ay,az,gx,gy,gz
1742308675,9594105,-0.08447265625,-0.013671875,0.9697265625,0.79345703125,-0.244140625,-0.30517578125
1742308675,34461141,-0.0869140625,-0.0048828125,0.9716796875,0.54931640625,0.6103515625,-0.06103515625
1742308675,54299065,-0.0869140625,-0.005859375,0.97314453125,0.67138671875,0.48828125,0.06103515625
1742308675,74233853,-0.0830078125,-0.005859375,0.9765625,0.3662109375,0.8544921875,-0.3662109375
1742308675,94421376,-0.0849609375,-0.0009765625,0.9716796875,0.18310546875,0.6103515625,-0.42724609375
1742308675,114342276,-0.07421875,-0.001953125,0.96923828125,0.42724609375,-0.1220703125,-0.3662109375
1742308675,134320423,-0.09521484375,-0.00732421875,0.97265625,0.42724609375,-0.244140625,0.06103515625
1742308675,154350699,-0.087890625,-0.01123046875,0.9658203125,-0.18310546875,-0.67138671875,0.244140625
1742308675,174268270,-0.08740234375,-0.00048828125,0.9814453125,0.244140625,-0.18310546875,-0.3662109375
1742308675,194374002,-0.07177734375,-0.0048828125,0.97509765625,0.67138671875,-0.3662109375,-0.42724609375
1742308675,214304853,-0.0830078125,-0.005859375,0.9677734375,0.6103515625,0.3662109375,-0.30517578125
1742308675,234560952,-0.09033203125,-0.0029296875,0.96875,0.42724609375,0.9765625,-0.06103515625
1742308675,254263260,-0.08203125,-0.0068359375,0.9697265625,0.30517578125,0.67138671875,-0.06103515625
1742308675,274228384,-0.09130859375,-0.00048828125,0.9794921875,0.18310546875,0.18310546875,-0.30517578125
1742308675,294758595,-0.08740234375,-0.0087890625,0.97998046875,0.3662109375,-0.18310546875,-0.244140625
1742308675,314475847,-0.091796875,-0.00341796875,0.97314453125,0.30517578125,-1.0986328125,-0.3662109375
1742308675,334554826,-0.08154296875,-0.001953125,0.96826171875,0.6103515625,-0.732421875,0.0
1742308675,349332053,-0.0810546875,-0.0068359375,0.98046875,0.79345703125,-0.3662109375,0.18310546875
1742308675,374483249,-0.08837890625,-0.00634765625,0.98193359375,0.48828125,0.67138671875,-0.18310546875
1742308675,394476149,-0.06396484375,-0.00048828125,0.9697265625,0.48828125,0.91552734375,-0.42724609375
1742308675,414730040,-0.07421875,-0.00146484375,0.9765625,0.48828125,0.9765625,-0.18310546875
1742308675,434391420,-0.091796875,-0.00244140625,0.9765625,0.6103515625,0.79345703125,-0.244140625
1742308675,454795263,-0.0908203125,-0.005859375,0.97314453125,0.91552734375,0.244140625,0.0
1742308675,474429603,-0.08837890625,-0.00830078125,0.97705078125,0.67138671875,-0.1220703125,-0.30517578125
1742308675,489555949,-0.0859375,-0.00341796875,0.9775390625,0.18310546875,-0.244140625,-0.30517578125
1742308675,514338602,-0.0888671875,0.0048828125,0.96875,0.0,-0.91552734375,0.0
1742308675,534513997,-0.08349609375,-0.001953125,0.97119140625,0.1220703125,-0.48828125,-0.06103515625
1742308675,555205616,-0.0908203125,-0.005859375,0.9814453125,0.244140625,-0.244140625,-0.1220703125
1742308675,574147797,-0.078125,-0.00634765625,0.9775390625,0.67138671875,-0.1220703125,-0.42724609375
1742308675,594293336,-0.07763671875,-0.00537109375,0.97265625,0.732421875,0.42724609375,-0.30517578125
1742308675,614627227,-0.087890625,-0.0009765625,0.97802734375,0.732421875,0.42724609375,-0.06103515625
1742308675,634714367,-0.08935546875,-0.0146484375,0.97265625,0.732421875,0.18310546875,0.0
1742308675,654459010,-0.0966796875,-0.00341796875,0.9755859375,0.732421875,0.1220703125,-0.18310546875
1742308675,674319238,-0.0849609375,-0.013671875,0.97998046875,0.54931640625,-0.18310546875,-0.244140625
1742308675,694260778,-0.07958984375,-0.00146484375,0.97509765625,0.18310546875,-0.30517578125,-0.18310546875
1742308675,714144141,-0.07763671875,-0.00732421875,0.97119140625,0.30517578125,0.3662109375,0.244140625
1742308675,734214737,-0.083984375,-0.0087890625,0.9833984375,0.48828125,0.30517578125,0.06103515625
1742308675,754223508,-0.083984375,-0.005859375,0.97705078125,0.54931640625,0.244140625,-0.3662109375
1742308675,774171896,-0.0732421875,0.00634765625,0.9736328125,0.6103515625,0.1220703125,-0.67138671875
1742308675,794146172,-0.07373046875,0.00244140625,0.97607421875,0.6103515625,-0.1220703125,-0.6103515625
1742308675,814048607,-0.07763671875,-0.0029296875,0.966796875,0.30517578125,0.1220703125,-0.30517578125
1742308675,834223458,-0.09521484375,-0.001953125,0.970703125,0.48828125,0.1220703125,-0.06103515625
1742308675,854233990,-0.0869140625,-0.01171875,0.9765625,0.79345703125,0.244140625,-0.06103515625
1742308675,874201130,-0.0869140625,-0.0087890625,0.98095703125,0.6103515625,-0.06103515625,-0.3662109375
1742308675,894201101,-0.0859375,-0.001953125,0.9677734375,0.54931640625,-0.30517578125,-0.244140625
1742308675,914264592,-0.08349609375,-0.00146484375,0.970703125,0.54931640625,-0.54931640625,-0.06103515625
1742308675,934291924,-0.08154296875,0.00244140625,0.97119140625,0.732421875,-0.06103515625,-0.1220703125
1742308675,954587863,-0.080078125,-0.00634765625,0.97314453125,0.48828125,-0.1220703125,-0.06103515625
1742308675,974194107,-0.10009765625,-0.005859375,0.978515625,0.06103515625,-0.244140625,-0.3662109375
1742308675,994157791,-0.0810546875,-0.00732421875,0.97900390625,0.18310546875,0.06103515625,-0.18310546875
1742308676,14317027,-0.0888671875,-0.0107421875,0.97705078125,0.67138671875,-0.06103515625,-0.06103515625
1742308676,34263976,-0.09619140625,-0.009765625,0.9814453125,1.15966796875,0.30517578125,-0.06103515625
1742308676,54216046,-0.08935546875,-0.0048828125,0.9775390625,1.0986328125,0.244140625,0.18310546875
1742308676,74237939,-0.0830078125,-0.001953125,0.97900390625,0.79345703125,0.3662109375,-0.3662109375
1742308676,94165112,-0.072265625,-0.001953125,0.97265625,0.244140625,0.42724609375,-0.54931640625
1742308676,111426401,-0.0927734375,-0.00146484375,0.97119140625,0.244140625,0.18310546875,-0.3662109375
1742308676,134214659,-0.0966796875,-0.01123046875,0.97607421875,0.48828125,0.48828125,0.0
1742308676,154373992,-0.09716796875,-0.0078125,0.9736328125,0.06103515625,-0.54931640625,0.1220703125
1742308676,174208526,-0.09619140625,-0.0048828125,0.9794921875,0.30517578125,-0.8544921875,-0.3662109375
1742308676,194212403,-0.07373046875,-0.0078125,0.9765625,0.42724609375,-0.67138671875,-0.67138671875
1742308676,214118136,-0.07421875,-0.00048828125,0.97412109375,0.6103515625,-0.06103515625,-0.18310546875
1742308676,234193469,-0.07568359375,-0.00390625,0.96630859375,0.91552734375,0.8544921875,-0.1220703125
1742308676,254349443,-0.09375,-0.0048828125,0.96875,0.732421875,0.91552734375,-0.1220703125
1742308676,274123592,-0.08447265625,-0.00146484375,0.974609375,0.3662109375,1.3427734375,-0.06103515625
1742308676,294126573,-0.0927734375,-0.00830078125,0.97021484375,0.0,0.244140625,-0.244140625
1742308676,314148435,-0.09130859375,-0.0009765625,0.974609375,0.18310546875,-0.18310546875,-0.244140625
1742308676,334211672,-0.0791015625,-0.0048828125,0.9677734375,0.30517578125,-0.9765625,-0.1220703125
1742308676,354261981,-0.09130859375,-0.0087890625,0.97607421875,0.48828125,-1.28173828125,0.06103515625
1742308676,374388706,-0.08642578125,-0.009765625,0.970703125,0.18310546875,-0.732421875,-0.06103515625
1742308676,394241480,-0.07861328125,-0.0029296875,0.97998046875,0.48828125,-0.54931640625,-0.244140625
1742308676,414268845,-0.06591796875,-0.00146484375,0.97265625,0.42724609375,0.48828125,-0.30517578125
1742308676,434312562,-0.08642578125,-0.00830078125,0.96875,0.3662109375,1.0986328125,0.0
1742308676,454318232,-0.0830078125,-0.0107421875,0.9755859375,0.6103515625,1.40380859375,-0.1220703125
1742308676,474469245,-0.080078125,-0.0107421875,0.97509765625,0.67138671875,1.03759765625,-0.244140625
1742308676,494388002,-0.09033203125,-0.00146484375,0.978515625,0.48828125,0.79345703125,-0.18310546875
1742308676,514243496,-0.08984375,-0.0126953125,0.96923828125,0.79345703125,0.06103515625,-0.1220703125
1742308676,534303981,-0.099609375,0.0029296875,0.9736328125,0.18310546875,-1.15966796875,0.18310546875
1742308676,554282354,-0.08544921875,-0.00048828125,0.9716796875,0.06103515625,-1.03759765625,0.1220703125
1742308676,574185880,-0.08837890625,-0.0087890625,0.974609375,-0.06103515625,-1.220703125,-0.18310546875
1742308676,594424285,-0.07958984375,-0.0068359375,0.97998046875,0.06103515625,-0.18310546875,-0.3662109375
1742308676,614387522,-0.072265625,-0.0068359375,0.9697265625,-0.244140625,-0.18310546875,-0.48828125
1742308676,634201415,-0.07373046875,-0.00439453125,0.970703125,0.79345703125,1.0986328125,-0.42724609375
1742308676,654240749,-0.08984375,-0.01416015625,0.9736328125,1.15966796875,0.79345703125,-0.06103515625
1742308676,674222226,-0.095703125,-0.0068359375,0.9755859375,0.9765625,0.9765625,-0.1220703125
1742308676,694161143,-0.08056640625,-0.0048828125,0.97314453125,0.732421875,0.6103515625,-0.48828125
1742308676,714406396,-0.09423828125,0.0,0.97998046875,0.67138671875,0.0,-0.244140625
1742308676,734915521,-0.09619140625,-0.0107421875,0.97216796875,0.244140625,-0.6103515625,0.0
1742308676,754318471,-0.0849609375,-0.0068359375,0.97119140625,-0.06103515625,-1.15966796875,-0.18310546875
